SWMM5,LID,Report,File,,,,,,,,
,,,,,,,,,,,
Project:,,,,,,,,,,,
LID,Unit:,GreenRoof,in,Subcatchment,FS10,,,,,,
,,,,,,,,,,,
,Elapsed,Total,Total,Surface,Soil,Bottom,Surface,Drain,Surface,Soil/,Storage
,Time,Inflow,Evap,Infil,Perc,Infil,Runoff,Outflow,Depth,Pave,Depth
,Hours,in/hr,in/hr,in/hr,in/hr,in/hr,in/hr,in/hr,inches,Moist,inches
-------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,
JAN-18-2009,11:40:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,11:45:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,11:50:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,11:55:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,12:00:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,12:05:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,12:10:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,12:15:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,12:20:00,0,0,0,0,0,0,0,0,0.33,0.00146
JAN-18-2009,12:25:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,12:30:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,12:35:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,12:40:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,12:45:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,12:50:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,12:55:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,13:00:00,0,0,0,0,0,0,0,0,0.33,0.00145
JAN-18-2009,13:05:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:10:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:15:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:20:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:25:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:30:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:35:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:40:00,0,0,0,0,0,0,0,0,0.33,0.00144
JAN-18-2009,13:45:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,13:50:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,13:55:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:00:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:05:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:10:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:15:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:20:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:25:00,0,0,0,0,0,0,0,0,0.33,0.00143
JAN-18-2009,14:30:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,14:35:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,14:40:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,14:45:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,14:50:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,14:55:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,15:00:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,15:05:00,0,0,0,0,0,0,0,0,0.33,0.00142
JAN-18-2009,15:10:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:15:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:20:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:25:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:30:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:35:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:40:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:45:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:50:00,0,0,0,0,0,0,0,0,0.33,0.00141
JAN-18-2009,15:55:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:00:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:05:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:10:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:15:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:20:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:25:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:30:00,0,0,0,0,0,0,0,0,0.33,0.0014
JAN-18-2009,16:35:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,16:40:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,16:45:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,16:50:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,16:55:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,17:00:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,17:05:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,17:10:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,17:15:00,0,0,0,0,0,0,0,0,0.33,0.00139
JAN-18-2009,17:20:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:25:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:30:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:35:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:40:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:45:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:50:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,17:55:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,18:00:00,0,0,0,0,0,0,0,0,0.33,0.00138
JAN-18-2009,18:05:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:10:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:15:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:20:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:25:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:30:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:35:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:40:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:45:00,0,0,0,0,0,0,0,0,0.33,0.00137
JAN-18-2009,18:50:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,18:55:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:00:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:05:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:10:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:15:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:20:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:25:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:30:00,0,0,0,0,0,0,0,0,0.33,0.00136
JAN-18-2009,19:35:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,19:40:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,19:45:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,19:50:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,19:55:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,20:00:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,20:05:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,20:10:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,20:15:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,20:20:00,0,0,0,0,0,0,0,0,0.33,0.00135
JAN-18-2009,20:25:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,20:30:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,20:35:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,20:40:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,20:45:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,20:50:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,20:55:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,21:00:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,21:05:00,0,0,0,0,0,0,0,0,0.33,0.00134
JAN-18-2009,21:10:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:15:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:20:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:25:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:30:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:35:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:40:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:45:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:50:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,21:55:00,0,0,0,0,0,0,0,0,0.33,0.00133
JAN-18-2009,22:00:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:05:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:10:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:15:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:20:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:25:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:30:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:35:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:40:00,0,0,0,0,0,0,0,0,0.33,0.00132
JAN-18-2009,22:45:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,22:50:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,22:55:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:00:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:05:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:10:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:15:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:20:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:25:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:30:00,0,0,0,0,0,0,0,0,0.33,0.00131
JAN-18-2009,23:35:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-18-2009,23:40:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-18-2009,23:45:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-18-2009,23:50:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-18-2009,23:55:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-19-2009,0:00:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-19-2009,0:05:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-19-2009,0:10:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-19-2009,0:15:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-19-2009,0:20:00,0,0,0,0,0,0,0,0,0.33,0.0013
JAN-19-2009,0:25:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,0:30:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,0:35:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,0:40:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,0:45:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,0:50:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,0:55:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,1:00:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,1:05:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,1:10:00,0,0,0,0,0,0,0,0,0.33,0.00129
JAN-19-2009,1:15:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:20:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:25:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:30:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:35:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:40:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:45:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:50:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,1:55:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,2:00:00,0,0,0,0,0,0,0,0,0.33,0.00128
JAN-19-2009,2:05:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:10:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:15:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:20:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:25:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:30:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:35:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:40:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:45:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:50:00,0,0,0,0,0,0,0,0,0.33,0.00127
JAN-19-2009,2:55:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:00:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:05:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:10:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:15:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:20:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:25:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:30:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:35:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:40:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:45:00,0,0,0,0,0,0,0,0,0.33,0.00126
JAN-19-2009,3:50:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,3:55:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:00:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:05:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:10:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:15:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:20:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:25:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:30:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:35:00,0,0,0,0,0,0,0,0,0.33,0.00125
JAN-19-2009,4:40:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,4:45:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,4:50:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,4:55:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:00:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:05:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:10:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:15:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:20:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:25:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:30:00,0,0,0,0,0,0,0,0,0.33,0.00124
JAN-19-2009,5:35:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,5:40:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,5:45:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,5:50:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,5:55:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:00:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:05:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:10:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:15:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:20:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:25:00,0,0,0,0,0,0,0,0,0.33,0.00123
JAN-19-2009,6:30:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,6:35:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,6:40:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,6:45:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,6:50:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,6:55:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,7:00:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,7:05:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,7:10:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,7:15:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,7:20:00,0,0,0,0,0,0,0,0,0.33,0.00122
JAN-19-2009,7:25:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,7:30:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,7:35:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,7:40:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,7:45:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,7:50:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,7:55:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,8:00:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,8:05:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,8:10:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,8:15:00,0,0,0,0,0,0,0,0,0.33,0.00121
JAN-19-2009,8:20:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:25:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:30:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:35:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:40:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:45:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:50:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,8:55:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,9:00:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,9:05:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,9:10:00,0,0,0,0,0,0,0,0,0.33,0.0012
JAN-19-2009,9:15:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:20:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:25:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:30:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:35:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:40:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:45:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:50:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,9:55:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,10:00:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,10:05:00,0,0,0,0,0,0,0,0,0.33,0.00119
JAN-19-2009,10:10:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:15:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:20:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:25:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:30:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:35:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:40:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:45:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:50:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,10:55:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,11:00:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,11:05:00,0,0,0,0,0,0,0,0,0.33,0.00118
JAN-19-2009,11:10:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:15:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:20:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:25:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:30:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:35:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:40:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:45:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:50:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,11:55:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,12:00:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,12:05:00,0,0,0,0,0,0,0,0,0.33,0.00117
JAN-19-2009,12:10:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:15:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:20:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:25:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:30:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:35:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:40:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:45:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:50:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,12:55:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,13:00:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,13:05:00,0,0,0,0,0,0,0,0,0.33,0.00116
JAN-19-2009,13:10:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:15:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:20:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:25:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:30:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:35:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:40:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:45:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:50:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,13:55:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,14:00:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,14:05:00,0,0,0,0,0,0,0,0,0.33,0.00115
JAN-19-2009,14:10:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:15:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:20:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:25:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:30:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:35:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:40:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:45:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:50:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,14:55:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,15:00:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,15:05:00,0,0,0,0,0,0,0,0,0.33,0.00114
JAN-19-2009,15:10:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:15:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:20:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:25:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:30:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:35:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:40:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:45:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:50:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,15:55:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,16:00:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,16:05:00,0,0,0,0,0,0,0,0,0.33,0.00113
JAN-19-2009,16:10:00,0,0,0,0,0,0,0,0,0.33,0.00113
